study,wave,version,versn_s,doi_gesis,doi_wvsa,studytit,uniqid,intrvwr_id,cntry,cntry_AN,cntrycow,year,fw_start,fw_end,cntry_y,mode,mm_mixed_mode_EVS5,mm_mode_fu_EVS5,mm_matrix_group_EVS5,mm_fw_start_fu_EVS5,mm_fw_end_fu_EVS5,mm_year_fu_EVS5,ivlength,ivstart,ivstend,ivdate,mm_v277_fu_EVS5,mm_v278a_fu_r_EVS5,mm_v279a_fu_r_EVS5,lnge_num,lnge_iso,gwght,pwght,wght_eq1000,reg_nuts1,reg_nuts2,reg_iso,size_5c,respint,A001,A002,A003,A004,A005,A006,A008,A009,A170,A173,A027,A029,A030,A032,A034,A035,A038,A039,A040,A041,A042,A065,A066,A067,A068,A071,A072,A074,A078,A079,A080_01,A080_02,A124_02,A124_03,A124_06,A124_08,A124_09,A165,B008,C001,C001_01,C002,C002_01,D081,D026_03,D026_05,C038,C039,C041,D001_B,G007_18_B,G007_33_B,G007_34_B,G007_35_B,G007_36_B,D054,D059,D060,D061,D078,E001,E002,E003,E004,Y002,E012,E015,E018,E023,E025,E026,E027,E028,E033,E035,E036,E037,E039,E069_01,E069_02,E069_04,E069_05,E069_06,E069_07,E069_08,E069_18A,E069_18,E069_11,E069_12,E069_13,E069_14,E069_17,E069_20,E111_01,E114,E115,E116,E117,E179_WVS7,E181_EVS5,E224,E225,E226,E227,E228,E229,E233,E233A,E233B,E235,E236,E263,E264,E265_01,E265_02,E265_03,E265_04,E265_05,E265_06,E265_07,E265_08,F025,F028,F028B_WVS7,F066_EVS5,F034,F050,F051,F053,F054,F063,F114A,F115,F116,F117,F118,F119,F120,F121,F122,F123,F132,E290,F144_02,G005,G006,G052,G062,G063,G255,G256,G257,H009,H010,H011,X001,X002,X003,X003R,X003R2,G027A,X002_02A,X002_02B,V002,V002A,V002A_01,V001,V001A,V001A_01,X007,X026,X011,X013,X025A_01,X025R,W002A_01,W002R,V004AM_01,V004RM,V004AF_01,V004RF,X028,W003,X052,X035_EVS5,X036E_WVS7,V097EF,W005_EVS5,W006E_WVS7,X047_WVS7,X047E_EVS5
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826051257,6245,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,34,17.12,17.46,20180319,NA,NA,NA,128,en,0.579352148137994,2.8324437360179,0.56,UKL,UKL2,NA,NA,1,1,1,1,1,2,4,1,1,9,7,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,2,5,2,5,1,2,5,3,3,5,1,2,1,2,2,2,4,4,4,4,4,3,1,4,2,3,1,1,1,1,1,1,1,3,2,3,9,7,6,4,3,4,3,2,3,3,2,2,4,3,4,3,2,3,1,4,2,4,1,NA,82602,8,1,8,8,1,8,10,5,6,10,4,1,1,1,4,1,3,4,1,2,3,0,8,NA,7,3,0,1,0,0,1,1,10,1,1,10,10,10,10,10,10,10,1,1,1,4,5,1,1,4,4,3,3,4,4,2,1962,56,5,3,1,826,GB,1,826,GB,1,826,GB,6,1,2,2,7,3,NA,NA,5,3,5,3,2,NA,2,23,NA,4,NA,NA,NA,10
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826051258,7246,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,37,10.05,10.42,20180313,NA,NA,NA,128,en,0.605185034227013,2.8324437360179,0.56,UKM,UKM9,NA,NA,2,1,2,3,1,3,3,1,2,9,8,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,3,3,3,3,NA,3,3,2,2,2,1,1,2,2,2,2,2,3,3,2,3,3,1,1,4,2,1,3,1,1,1,1,2,2,7,10,7,8,8,2,2,3,2,2,2,2,3,3,2,2,1,2,1,3,6,4,2,4,1,NA,82604,8,2,9,6,2,10,10,6,3,10,7,1,1,1,4,2,3,3,1,3,3,0,8,NA,7,2,0,0,0,0,1,1,1,1,1,6,1,6,6,6,6,6,1,1,1,2,2,3,3,2,1,3,1,1,2,1,1949,69,6,3,1,826,GB,1,826,GB,0,578,NO,1,1,2,2,5,3,0,1,0,1,0,1,4,4,2,21,NA,6,42,NA,NA,NA
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826051259,7246,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,30,12.01,12.31,20180217,NA,NA,NA,128,en,0.8184417983835,2.8324437360179,0.56,UKM,UKM9,NA,NA,2,1,2,3,3,3,1,2,5,5,NA,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2,NA,1,2,1,2,NA,3,2,2,2,3,1,2,2,3,2,2,3,3,3,2,3,NA,NA,NA,NA,NA,0,2,1,3,2,3,3,3,5,5,5,4,NA,3,NA,NA,NA,2,3,2,NA,NA,3,3,NA,NA,NA,NA,5,3,2,3,1,NA,82602,7,NA,10,6,3,8,9,7,6,10,10,2,2,2,3,3,3,3,2,NA,3,8,8,NA,1,1,1,1,1,1,10,4,2,2,1,NA,3,NA,6,NA,NA,1,2,4,1,3,3,3,3,3,3,3,NA,NA,NA,2,1937,82,6,3,1,826,GB,1,826,GB,1,826,GB,5,1,1,1,1,1,NA,NA,0,1,0,1,4,NA,1,NA,NA,9,NA,NA,NA,NA
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826051260,7246,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,45,11.01,11.46,20180217,NA,NA,NA,128,en,0.904540429194367,2.8324437360179,0.56,UKM,UKM9,NA,NA,2,1,1,2,3,2,2,2,2,7,7,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,NA,2,4,1,2,3,4,2,NA,2,4,1,2,2,3,2,2,2,3,3,3,3,1,2,3,2,2,NA,2,2,3,2,3,3,3,6,6,6,6,6,2,1,4,2,1,3,3,3,3,3,3,3,4,2,3,7,2,2,NA,2,NA,82602,8,7,7,8,8,8,10,8,7,8,8,3,3,2,NA,1,NA,2,2,NA,NA,8,7,NA,5,1,1,1,1,1,9,1,1,1,1,8,3,6,6,8,5,1,3,6,1,2,3,3,3,NA,2,2,2,3,2,2,1957,61,5,3,1,826,GB,1,826,GB,1,826,GB,1,1,5,2,3,2,3,2,0,1,0,1,4,4,2,53,NA,6,96,NA,NA,NA
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826051261,7246,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,30,10.35,11.05,20180221,NA,NA,NA,128,en,0.977080039537571,2.8324437360179,0.56,UKM,UKM9,NA,NA,2,2,2,2,3,2,3,2,2,8,8,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,4,1,2,2,3,2,3,2,2,1,2,1,3,2,2,2,2,3,3,3,3,1,1,2,2,1,1,1,3,1,2,2,3,6,5,5,6,5,3,1,3,2,2,2,2,3,3,3,3,3,3,2,2,4,2,2,2,2,NA,82604,5,3,5,4,6,5,5,5,5,5,4,1,1,2,3,2,3,3,2,2,3,2,7,NA,7,2,0,0,0,0,6,3,4,3,1,5,3,5,5,5,3,5,4,8,1,1,3,2,3,2,2,2,1,3,3,1,1952,66,6,3,1,826,GB,1,826,GB,1,826,GB,3,1,3,2,3,2,0,1,0,1,0,1,1,1,3,71,NA,8,53,NA,NA,NA
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826051262,7246,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,30,10.36,11.06,20180219,NA,NA,NA,128,en,1.65119829417262,2.8324437360179,0.56,UKM,UKM9,NA,NA,2,2,1,2,3,1,3,1,1,10,10,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,1,2,2,4,4,2,2,2,1,2,1,2,2,2,2,3,3,3,3,1,3,3,1,1,0,2,1,4,2,3,3,3,2,4,5,1,5,3,1,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,2,2,3,NA,82604,6,5,4,6,6,5,10,4,3,9,5,2,2,1,3,2,3,3,2,3,3,0,8,NA,7,2,0,0,0,1,1,1,3,1,1,7,1,7,7,9,1,7,1,9,1,2,3,3,3,1,2,2,1,2,2,2,1987,31,2,2,1,826,GB,1,826,GB,1,826,GB,6,1,0,1,3,2,NA,NA,2,1,NA,NA,3,NA,NA,51,NA,7,NA,NA,NA,2
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826051263,7246,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,33,9.32,10.05,20180219,NA,NA,NA,128,en,1.23026382798181,2.8324437360179,0.56,UKM,UKM9,NA,NA,2,1,1,2,3,1,3,2,1,8,8,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,2,4,1,2,1,4,4,4,4,4,1,2,2,4,2,2,3,4,4,3,4,1,3,4,3,2,1,2,1,3,1,2,2,2,2,1,5,5,1,3,2,4,3,2,4,3,4,4,4,4,3,2,2,2,1,1,1,2,3,NA,82604,10,2,4,5,1,1,1,1,1,1,10,3,3,3,3,1,1,3,4,1,3,0,8,NA,7,2,0,1,1,1,1,1,1,1,1,10,1,5,5,5,5,5,1,10,1,2,3,4,4,2,3,3,2,3,3,2,1980,38,3,2,1,826,GB,1,826,GB,1,826,GB,6,1,2,4,3,2,NA,NA,0,1,0,1,1,NA,2,53,NA,NA,NA,NA,NA,5
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826051264,7246,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,27,11.19,11.46,20180313,NA,NA,NA,128,en,2.32540831767989,2.8324437360179,0.56,UKM,UKM9,NA,NA,2,1,2,3,3,1,3,1,2,9,7,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,4,NA,NA,2,4,3,2,NA,4,2,3,3,3,NA,NA,2,3,3,3,3,3,2,2,1,2,1,2,2,3,2,NA,NA,NA,8,5,6,7,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,2,3,4,2,NA,82666,6,5,6,7,5,7,8,5,5,8,8,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,8,NA,7,2,0,0,0,0,3,4,2,4,2,5,2,2,NA,2,2,NA,2,1,1,2,3,3,3,2,3,3,3,4,4,2,2000,18,1,1,1,826,GB,1,826,GB,1,826,GB,6,2,0,3,1,1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,7,NA,NA,NA,NA
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826051265,5630,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,40,11.08,11.48,20180314,NA,NA,NA,128,en,1.483212500293,2.8324437360179,0.56,UKM,UKM9,NA,NA,1,1,3,3,2,4,2,3,4,5,5,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,4,3,3,3,1,3,2,2,3,2,2,3,2,2,2,2,3,3,2,3,1,4,1,3,1,1,3,2,1,1,3,3,1,6,1,8,4,7,3,2,4,3,3,3,3,3,3,3,3,3,2,3,3,4,3,2,4,1,NA,82606,7,1,5,7,1,7,10,7,1,8,6,3,3,2,2,2,3,3,3,2,4,0,8,NA,4,1,0,0,0,0,7,4,6,6,1,9,6,5,9,8,8,5,3,3,1,4,3,3,3,3,3,3,3,3,3,1,1971,47,4,2,1,826,GB,1,826,GB,1,826,GB,6,1,0,1,1,1,NA,NA,NA,NA,NA,NA,8,NA,2,14,NA,8,NA,NA,NA,1
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826051266,5630,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,72,15.03,16.15,20180216,NA,NA,NA,128,en,0.560255361332311,2.8324437360179,0.56,UKM,UKM9,NA,NA,1,3,1,1,4,1,3,2,2,6,10,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,5,3,3,1,5,1,1,1,3,1,1,1,2,2,2,1,1,4,4,3,1,2,3,4,2,1,3,1,4,2,1,2,1,5,1,5,1,5,3,3,4,4,2,4,3,4,4,4,4,3,3,4,2,1,4,4,4,1,NA,82602,10,1,10,7,1,6,10,10,4,10,5,2,2,1,3,3,4,3,2,2,4,0,6,NA,2,2,0,1,1,1,1,1,2,1,1,10,4,10,10,10,1,10,1,10,1,2,4,4,3,2,2,3,1,4,3,2,1959,59,5,3,1,826,GB,1,826,GB,1,826,GB,3,1,0,1,5,3,NA,NA,0,1,0,1,2,NA,1,53,NA,3,NA,NA,NA,1
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826051267,5630,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,79,12.18,13.37,20180314,NA,NA,NA,128,en,0.8184417983835,2.8324437360179,0.56,UKM,UKM9,NA,NA,1,1,1,2,3,4,1,2,3,9,10,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,2,4,1,1,NA,4,4,3,2,2,1,1,1,2,2,2,3,3,3,2,3,4,3,4,2,3,1,3,1,3,1,3,3,3,6,10,6,3,3,2,2,4,4,3,3,3,NA,NA,3,3,NA,2,NA,NA,NA,3,2,4,NA,NA,82666,6,1,7,5,1,8,10,1,1,NA,NA,1,2,2,3,NA,4,2,2,2,4,2,2,NA,1,1,1,0,0,0,10,1,1,1,1,6,1,7,6,6,2,5,1,NA,1,1,3,4,3,2,2,2,4,4,4,2,1937,82,6,3,1,826,GB,1,826,GB,1,826,GB,5,1,1,1,1,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826051268,5630,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,41,13.11,13.52,20180428,NA,NA,NA,128,en,1.23026382798181,2.8324437360179,0.56,UKM,UKM9,NA,NA,1,1,1,1,1,1,2,1,2,10,10,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,5,2,5,1,5,5,4,3,4,1,2,1,2,1,1,2,4,4,4,4,3,1,2,4,3,1,1,2,1,1,3,3,3,1,3,8,3,3,2,1,3,2,1,4,2,4,4,4,3,3,2,3,2,1,4,1,4,1,NA,82602,7,10,10,10,4,10,10,6,4,10,4,1,1,2,3,2,4,4,2,3,4,8,8,NA,5,1,0,0,0,0,5,1,1,1,1,10,6,10,10,10,8,10,1,1,1,3,5,4,2,1,2,4,1,2,4,2,1978,40,3,2,1,826,GB,1,826,GB,1,826,GB,6,1,1,1,3,2,NA,NA,0,1,0,1,1,NA,1,33,NA,2,NA,NA,NA,3
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826051269,5630,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,47,10.36,11.23,20180320,NA,NA,NA,128,en,1.02272122624404,2.8324437360179,0.56,UKM,UKM9,NA,NA,1,1,2,1,2,1,3,1,2,10,10,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,5,3,3,2,3,4,3,2,4,1,2,2,2,2,2,1,4,4,4,3,3,1,4,1,2,1,1,2,2,2,3,3,3,3,5,5,4,1,2,1,4,1,2,2,1,3,3,3,3,3,2,3,2,7,3,2,3,1,NA,82604,9,1,10,10,NA,10,10,3,3,10,7,3,2,1,3,2,4,3,2,3,4,2,3,NA,6,2,NA,NA,NA,NA,6,1,1,1,1,10,3,6,8,6,1,7,1,1,1,2,4,4,3,3,3,2,4,4,2,2,1986,32,2,2,1,826,GB,1,826,GB,1,826,GB,6,1,1,3,5,3,NA,NA,5,3,0,1,1,NA,1,22,NA,8,NA,NA,NA,4
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826051270,5630,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,59,16.28,17.27,20180215,NA,NA,NA,128,en,1.00868412338429,2.8324437360179,0.56,UKM,UKM9,NA,NA,1,1,1,1,1,4,4,2,4,5,7,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,2,4,NA,NA,3,4,4,4,4,3,1,1,1,2,NA,NA,3,3,3,3,3,1,2,3,4,2,1,3,1,1,3,3,3,3,10,8,4,4,1,3,1,3,3,1,2,3,4,4,NA,2,3,3,2,4,8,2,3,4,1,NA,82601,6,1,10,8,3,8,10,3,7,10,7,2,2,1,4,3,2,3,1,2,3,0,8,NA,7,2,0,0,0,0,2,2,2,1,1,NA,NA,10,9,10,NA,6,1,10,1,1,3,4,3,2,2,1,1,1,2,1,1937,82,6,3,1,826,GB,1,826,GB,1,826,GB,5,1,4,1,1,1,NA,NA,0,1,NA,NA,4,NA,2,31,NA,10,NA,NA,NA,2
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826051271,5630,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,65,15.47,16.52,20180410,NA,NA,NA,128,en,1.00928819150617,2.8324437360179,0.56,UKM,UKM9,NA,NA,2,1,1,2,4,1,2,1,1,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,1,1,4,2,2,2,NA,1,1,2,2,4,4,NA,2,2,3,1,3,1,4,4,2,3,1,1,2,4,1,3,3,3,NA,1,10,10,1,1,1,2,4,1,4,2,4,4,4,4,3,2,2,NA,1,4,4,2,2,NA,82602,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,3,3,NA,2,NA,1,2,2,1,2,1,3,NA,7,1,1,1,1,1,10,1,1,1,1,10,1,6,6,10,1,10,1,6,1,1,2,4,2,1,2,2,1,4,1,1,1945,73,6,3,1,826,GB,1,826,GB,1,826,GB,3,1,5,1,1,1,NA,NA,NA,NA,0,1,4,NA,2,92,NA,9,NA,NA,NA,1
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826051272,5630,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,99,14.52,16.31,20180212,NA,NA,NA,128,en,0.560255361332311,2.8324437360179,0.56,UKM,UKM9,NA,NA,1,1,2,4,2,1,2,2,2,5,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,2,1,2,2,4,4,2,2,2,2,2,1,2,2,2,2,2,4,2,3,1,2,1,4,2,1,1,1,1,2,3,3,3,8,8,5,1,5,2,1,3,3,4,3,3,3,3,3,2,3,3,3,4,5,4,2,4,2,NA,82601,4,5,7,6,2,8,1,2,6,9,6,3,3,1,4,3,4,2,2,2,3,2,4,NA,5,1,1,1,0,0,7,1,1,1,1,7,6,8,10,10,7,5,1,10,1,1,4,2,2,1,1,1,1,1,1,2,1960,58,5,3,1,826,GB,1,826,GB,1,826,GB,1,1,4,3,5,3,2,1,2,1,0,1,3,3,NA,61,NA,10,61,NA,NA,7
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826051273,5630,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,37,15.09,15.46,20180314,NA,NA,NA,128,en,1.1515436842028,2.8324437360179,0.56,UKM,UKM9,NA,NA,1,2,2,2,3,4,1,2,2,8,7,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,4,2,4,5,2,2,4,2,4,1,2,1,2,2,3,2,2,3,2,3,3,4,2,3,2,1,3,2,3,2,3,3,3,4,4,5,5,1,2,2,4,3,3,4,4,3,3,4,4,3,3,3,3,5,4,4,4,2,NA,82604,7,6,8,8,4,5,6,4,6,8,4,1,1,2,NA,2,1,3,3,1,2,0,3,NA,2,1,1,0,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,2,2,2,2,2,2,3,1,1959,59,5,3,1,826,GB,1,826,GB,1,826,GB,6,1,0,1,1,1,NA,NA,0,1,0,1,8,NA,2,93,NA,7,NA,NA,NA,1
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826051274,5630,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,33,18.19,18.52,20180410,NA,NA,NA,128,en,1.1515436842028,2.8324437360179,0.56,UKM,UKM9,NA,NA,1,2,2,3,2,4,3,2,2,7,5,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,4,2,4,3,4,3,2,2,3,1,1,1,2,1,1,2,3,3,2,3,3,1,2,3,2,0,1,1,2,2,2,2,2,3,5,8,5,5,3,2,4,2,3,3,3,2,2,3,3,3,2,3,2,5,2,1,3,2,NA,82602,5,4,8,8,5,6,7,6,5,8,6,1,1,2,4,3,4,3,3,2,4,0,8,NA,7,1,0,0,0,1,1,5,5,7,3,6,3,5,6,6,5,7,4,5,1,3,3,2,3,2,3,3,2,4,2,1,1960,58,5,3,1,826,GB,1,826,GB,1,826,GB,6,1,0,1,2,1,NA,NA,0,1,0,1,3,NA,NA,51,NA,7,NA,NA,NA,1
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826051275,5630,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,70,12.37,13.47,20180215,NA,NA,NA,128,en,1.00928819150617,2.8324437360179,0.56,UKM,UKM9,NA,NA,1,1,2,1,1,4,4,1,2,10,10,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,4,2,4,2,4,1,4,2,4,1,1,1,2,2,2,2,4,4,3,4,1,3,2,4,3,1,2,2,1,1,2,2,3,6,1,5,1,1,3,1,4,4,1,2,2,3,3,4,3,3,3,3,4,1,4,4,1,1,NA,82604,10,1,10,10,10,10,10,10,1,10,5,1,1,1,4,3,1,2,1,2,4,0,8,NA,7,3,0,0,0,0,1,1,1,1,1,10,1,3,5,1,1,5,1,1,1,1,5,3,2,1,1,1,4,4,4,1,1944,74,6,3,1,826,GB,1,826,GB,1,826,GB,1,1,4,1,1,1,3,2,4,2,0,1,4,4,2,31,NA,1,33,NA,NA,1
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826051276,5630,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,32,14.39,15.11,20180320,NA,NA,NA,128,en,0.560255361332311,2.8324437360179,0.56,UKM,UKM9,NA,NA,1,1,2,2,2,4,4,2,2,9,6,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,2,4,2,4,4,4,3,4,1,1,1,2,2,2,3,3,4,4,4,1,3,1,4,2,1,1,1,3,1,2,2,2,6,3,4,4,3,4,2,4,2,2,3,3,2,2,4,3,3,2,2,2,4,4,2,4,1,NA,82606,4,1,9,5,5,8,9,7,3,9,7,2,2,2,3,2,3,3,2,3,3,0,8,NA,7,3,0,0,0,0,1,1,3,1,3,10,7,8,10,8,8,8,2,1,1,2,4,2,2,2,2,2,2,2,3,2,1961,57,5,3,1,826,GB,1,826,GB,1,826,GB,1,1,2,2,6,3,6,3,5,3,0,1,4,4,2,22,NA,2,11,NA,NA,6
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826051277,6228,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,81,14.39,16,20180502,NA,NA,NA,128,en,1.00928819150617,2.8324437360179,0.56,UKM,UKM5,NA,NA,1,1,1,1,1,1,1,1,3,10,10,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,2,4,2,4,5,4,2,5,1,2,1,3,1,2,2,3,4,3,4,1,3,4,3,2,1,1,1,1,1,3,1,1,1,1,10,5,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,5,4,1,4,1,NA,82602,10,10,10,10,10,10,10,10,10,10,8,1,1,1,4,3,3,2,1,4,4,9,2,NA,1,1,1,0,0,1,10,1,1,1,1,10,1,5,10,5,1,1,1,1,1,1,5,3,1,1,1,1,2,1,1,1,1953,65,6,3,1,826,GB,1,826,GB,1,826,GB,6,1,1,2,1,1,NA,NA,0,1,0,1,4,NA,NA,71,NA,6,NA,NA,NA,1
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826051278,6228,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,44,10.3,11.14,20180319,NA,NA,NA,128,en,0.721620696360757,2.8324437360179,0.56,UKM,UKM5,NA,NA,1,1,2,2,4,1,3,1,1,10,10,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,2,5,2,5,1,4,5,3,2,4,1,2,2,4,2,2,2,4,4,4,4,2,1,1,3,1,1,3,1,4,1,3,3,3,5,1,10,1,2,4,1,4,2,2,3,1,1,1,1,4,3,2,1,3,5,2,2,3,2,NA,82601,5,1,6,6,8,8,10,3,8,10,5,2,2,2,3,2,3,2,1,3,3,0,8,NA,7,2,0,0,0,0,1,1,1,1,1,10,6,10,10,10,5,4,1,1,1,1,3,2,3,1,1,1,1,3,4,2,1971,47,4,2,1,826,GB,1,826,GB,1,826,GB,3,1,1,2,6,3,NA,NA,2,1,0,1,2,NA,3,53,NA,8,NA,NA,NA,3
